ï»¿PROJECT_NUMBER,PROJECT_EN,DEVELOPER_NUMBER,DEVELOPER_EN,START_DATE,END_DATE,ADOPTION_DATE,PRJ_TYPE_EN,PROJECT_VALUE,ESCROW_ACCOUNT_NUMBER,PROJECT_STATUS,PERCENT_COMPLETED,INSPECTION_DATE,COMPLETION_DATE,DESCRIPTION_EN,AREA_EN,ZONE_EN,CNT_LAND,CNT_BUILDING,CNT_VILLA,CNT_UNIT,MASTER_PROJECT_EN
4017,Franck Muller Yachting,1596,LONDON GATE REAL ESTATE DEVELOPMENT L.L.C,2025-07-30 00:00:00,2028-07-29 00:00:00,2025-08-15 12:45:31,Normal,174450000,29360768.0,ACTIVE,0.0,2025-07-30 12:15:08,,Residential building ( G+5P+30 floor+ Roof ),Madinat Dubai Almelaheyah,Trakhees,0.0,0.0,0.0,585.0,
4020,THE SERENE,2351,Al Mizan Serene Real Estate Development DWC LLC,2025-04-14 00:00:00,2026-10-13 00:00:00,2025-10-10 11:42:50,Normal,48500000,90030200025486.0,ACTIVE,10.25,2025-09-11 17:07:36,,Proposed Residential Building (GR+4),Madinat Al Mataar,Dubai South,0.0,0.0,0.0,106.0,
4022,Coventry Residence,2053,G F S REAL ESTATE L.L.C,2025-09-30 00:00:00,2027-11-30 00:00:00,,Normal,37000000,19505233.0,PENDING,0.0,2025-08-20 13:42:54,,B+G+5+ROOF,Saih Shuaib 2,,0.0,0.0,0.0,163.0,
4024,Azizi Abraham,1002,AZIZI DEVELOPMENTS L.L.C,2025-08-04 00:00:00,2027-08-04 00:00:00,,Normal,10000000,,PENDING,0.0,2025-08-04 16:58:47,,3B + GROUND + M + 3BA + 16 + R,Jabal Ali Industrial Second,,0.0,0.0,0.0,420.0,
4025,Samana Hills South 2,1598,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-09-01 00:00:00,2028-08-31 00:00:00,2025-09-04 14:14:21,Normal,37584088,14244039830001.0,ACTIVE,0.0,2025-08-06 18:46:54,,G+5+R RESIDENTIAL BUILDING,Saih Shuaib 2,Dubai Development Authority (DDA),0.0,0.0,0.0,140.0,
4026,Wellington Ocean Walk ,2322,WELLINGTON OCEAN REAL ESTATE DEVELOPMENT L.L.C,2025-09-16 00:00:00,2025-12-31 00:00:00,2025-10-02 15:10:34,Normal,54000000,19500000824.0,ACTIVE,0.0,2025-08-05 16:11:12,,Residential Building G + 2Podium+ 8 residential floors + roof top,Palm Deira,Trakhees,0.0,0.0,0.0,79.0,
4027,Lincoln Star Residence II,2395,LINCOLN RISE REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-08-31 00:00:00,,Normal,15000000,,PENDING,0.0,2025-08-06 11:26:31,," This project consists of (G+4+R) Residential Building Gound floor + 4 Residential 
floors + Lower & Upper roofs. There are 56. of apartments including 20 nos. of Studio apartments, 8 nos. 
of 1-bedroom apartments, 24 nos. of 2-bedroom apartments and 4 -nos. of 3- bedroom apartments 
(townhouse). There is a facility such as gymnasium and swimming pool with landscaped area for 
residents provided on the fourth-floor level. There are 62 nos. of car parking facilities available for 
residents and for visitors as per the regulations.",Madinat Al Mataar,,1.0,0.0,0.0,0.0,
4029,Ashwood Estates,2249,JGE REAL ESTATE L.L.C,2025-08-20 00:00:00,2028-09-18 00:00:00,2025-09-03 16:43:46,Normal,1282078335,205915786604.0,ACTIVE,0.0,2025-08-07 08:12:53,,G+1+R villas,Me'Aisem First,Trakhees,0.0,0.0,185.0,0.0,
4033,BELMORE RESIDENCES,1117,ELLINGTON PROPERTIES DEVELOPMENT L.L.C,2025-08-07 00:00:00,2027-12-31 00:00:00,2025-08-27 00:00:00,Normal,200000000,3001748623000.0,ACTIVE,0.16,2025-08-08 10:00:52,,Residential and commercial Building (B+G+5P+26F),Bukadra,Dubai Municipality,0.0,0.0,0.0,214.0,
4035,WINDSOR HOUSE ,2420,ELLINGTON SB DEVELOPMENT L.L.C,2025-08-01 00:00:00,2028-12-31 00:00:00,,Normal,250000000,,PENDING,0.0,2025-09-09 13:09:27,,2 Residential Building (2B+G+10),Madinat Al Mataar,,0.0,0.0,0.0,424.0,
4036,RIVERTON HOUSE,1117,ELLINGTON PROPERTIES DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-12-31 00:00:00,,Normal,115450650,,PENDING,,,,residential building consisting of ( B+G+4P+19+R ),Bukadra,,1.0,0.0,0.0,0.0,
4037,THE HIGHGROVE,1117,ELLINGTON PROPERTIES DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-12-31 00:00:00,2025-09-12 12:03:36,Normal,284512500,4031224708340008.0,ACTIVE,0.0,2025-08-25 17:48:56,,Residential Building G+4P+ 31F+R+UR,Bukadra,Dubai Municipality,0.0,0.0,0.0,296.0,
4040,Astra Residences,1157,DUGASTA PROPERTIES DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-04-30 00:00:00,,Normal,32000000,,PENDING,,,,G+4+R,Madinat Al Mataar,,1.0,0.0,0.0,0.0,
4042,Sobha Central Phase II,966,SOBHA L.L.C,2025-10-01 00:00:00,2030-06-30 00:00:00,2025-09-29 12:07:53,Normal,1543502250,1640197031601.0,ACTIVE,0.0,2025-08-14 15:03:54,,"Proposed Residential and Commercial Development consist of 2 buildings:
Building 1: 3 Basement + Ground + 60 Floors + 1 Mech + Roof
Building 2: 3 Basement + Ground + 65 Floors + 1 Mech + Roof
",Jabal Ali First,Dubai Municipality,0.0,0.0,0.0,4526.0,
4043,Palm 01 by Binghatti ,1051,Binghatti Developers FZE,2025-06-01 00:00:00,2027-04-30 00:00:00,,Normal,695000000,,PENDING,4.34,2025-08-14 15:55:16,,4B + G + 10 RESIDENTIAL FLOORS + ROOF. The project designed to have a concrete structure and block with internal and external finishes.,Palm Jumeirah,,1.0,0.0,0.0,0.0,
4048,SOLEN RESIDENCE by Jamal Living,2196,MOHAMMAD ABUHIJLEH REAL ESTATE DEVELOPMENT L.L.C,2025-08-20 00:00:00,2027-10-30 00:00:00,2025-10-09 15:24:53,Normal,49999000,19500000815.0,ACTIVE,0.0,2025-08-21 18:37:25,,RESIDENTIAL BUILDING (G+2P+9+R FLOORS),Nadd Hessa,Dubai Silicon Oasis Authority,0.0,0.0,0.0,87.0,
4049,Confident Adur,2293,CASA ADUR REAL ESTATE L.L.C,2025-05-01 00:00:00,2028-03-03 00:00:00,,Normal,35200000,,PENDING,,,,Residential 2B+G+19+R Building,Wadi Al Safa 2,,1.0,0.0,0.0,0.0,
4055,Water Front Arena Residences ,2059,SOL ARENA REAL ESTATE DEVELOPMENT L.L.C,2025-08-20 00:00:00,2028-08-01 00:00:00,,Normal,17000000,,CANCELLED,0.0,2025-09-02 19:37:38,,G+2P+8+R Residential Building,Palm Deira,,,,,,
4056,Azure Park Residences,2143,AZURE PREMIER REAL ESTATE DEVELOPMENT L.L.C,2025-09-07 00:00:00,2027-08-07 00:00:00,,Normal,112771414,,PENDING,0.0,2025-08-21 14:03:34,,G+3P+19+R Commercial and Residential Building,Al Barshaa South Second,,0.0,0.0,0.0,174.0,
4059,La Crystal,2208,AL MADAR PROPERTIES L.L.C,2025-10-01 00:00:00,2028-09-30 00:00:00,,Normal,80181000,,PENDING,0.0,2025-09-24 17:11:20,,Residential G+2P+8F+R Building,Palm Deira,,0.0,0.0,0.0,64.0,
4060,CG Living,1733,C G GULF REAL ESTATE DEVELOPMENT L.L.C,2025-06-30 00:00:00,2028-06-30 00:00:00,2025-10-03 13:00:19,Normal,90000000,200881559.0,ACTIVE,0.0,2025-08-22 14:20:51,,1B+G+2P+12 Floors +R Hotel Apartment,Palm Deira,Trakhees,0.0,0.0,0.0,116.0,
4062,Reef 996,1944,REEF LUXURY DEVELOPMENT L.L.C,2025-10-01 00:00:00,2028-09-30 00:00:00,,Normal,80000000,,PENDING,0.0,2025-08-25 15:04:04,,"G+3P+20 Residential Building
Consist of Studio with Balcony =285Rooms, 1 Bedroom with Balcony =141 Rooms, 2 Bedroom with Balcony =66 Rooms + 3 Bedroom with Balcony = 20 Rooms
Total of 512 Rooms
",Me'Aisem First,,1.0,0.0,0.0,0.0,
4063,Stellar Axis by Ajmal Estate Developers,2331,AJMAL ESTATE DEVELOPERS L.L.C,2025-07-01 00:00:00,2026-10-01 00:00:00,,Normal,48000000,,PENDING,0.0,2025-08-26 16:16:16,,Residential Building G+2P+7 Residential Floors,Warsan Fourth,,1.0,0.0,0.0,0.0,
4072,HOUSE OF WELL,2181,WELL CONCEPT REAL ESTATE DEVELOPMENT L.L.C,2025-09-20 00:00:00,2027-05-30 00:00:00,,Normal,64768350,,PENDING,0.0,2025-09-04 17:02:21,,Residential Building (G+2P+10),Palm Deira,,0.0,0.0,0.0,77.0,
4074,Samana Hills South 3,1598,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-09-01 00:00:00,2028-08-31 00:00:00,,Normal,42057179,405841512105.0,PENDING,0.0,2025-09-10 11:14:05,,"G+5+R
",Saih Shuaib 2,,0.0,0.0,0.0,147.0,
4076,Azizi Wares,1002,AZIZI DEVELOPMENTS L.L.C,2025-09-03 00:00:00,2027-09-03 00:00:00,,Normal,50000000,,PENDING,0.0,2025-09-03 17:00:18,,3B + GROUND + M + 3BA + 16 + R,Jabal Ali Industrial Second,,1.0,0.0,0.0,0.0,
4078,AZRA RESIDENCE,2132,ENAAM PROPERTIES DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-02-20 00:00:00,,Normal,1000000,,PENDING,,,,Building,Wadi Al Safa 5,,0.0,0.0,0.0,126.0,
4079,Azizi Milan Heights ,1002,AZIZI DEVELOPMENTS L.L.C,2025-09-08 00:00:00,2028-09-08 00:00:00,2025-10-06 08:35:22,Normal,481509200,11177845010.0,ACTIVE,0.0,2025-09-08 11:29:44,,"MIXED USE (RESIDENTIAL + RETAIL)  
Tower A (3B+G+5P+38+R) 
Tower F (3B+G+5P+38+R) 
Tower G (3B+G+5P+42+R) 
Tower H (3B+G+5P+42+R)",Wadi Al Safa 4,Dubai Development Authority (DDA),0.0,0.0,0.0,2852.0,
4080,Vayla Residences,1860,BLUE SQUARE REAL ESTATE DEVELOPMENT L.L.C,2025-04-15 00:00:00,2026-07-14 00:00:00,,Normal,34250000,,PENDING,8.88,2025-09-08 15:31:44,,G+P+6+R,Palm Deira,,0.0,0.0,0.0,53.0,
4082,RYAH LIVING by ALYAKKA,2237,ALYAKKA DEVELOPERS L.L.C,2025-05-01 00:00:00,2026-07-30 00:00:00,,Normal,37000000,,PENDING,27.3,2025-09-08 15:45:17,,Residential Building B+G+8,Al Hebiah Second,,1,0.0,0.0,0.0,
4086,One Residences X Grand Signature ,2138,GRAND SIGNATURE REAL ESTATE DEVELOPMENT L.L.C,2025-01-01 00:00:00,2026-12-31 00:00:00,,Normal,15000000,,PENDING,,,,A 38 Unit residential and 2 store retail mixed use building in DLRC,Wadi Al Safa 5,,1,0.0,0.0,0.0,
4087,ARMAS,1675,ZENITH VENTURES REAL ESTATE DEVELOPMENT L.L.C,2025-09-25 00:00:00,2028-05-14 00:00:00,,Normal,35451210,,PENDING,,,,Proposed G+4+r Residential Building,Madinat Al Mataar,,1,0.0,0.0,0.0,
4092,LEGACY HEIGHTS,2399,LEGACY HOMES DEVELOPMENT DWC - LLC,2025-10-04 00:00:00,2029-04-04 00:00:00,,Normal,35000000,,PENDING,,,,G+6 Residential Building at Plot No. RG-67,Madinat Al Mataar,,1,0.0,0.0,0.0,
4094,42 East Residences,2462,GRAMERCY REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-04-01 00:00:00,,Normal,57000000,,PENDING,0.0,2025-09-16 12:07:26,,G+2P+12 Floors + Roof Residential Building,Palm Deira,,0,0.0,0.0,42.0,
4095,Purvanchal Triana Residences,1496,PURVANCHAL REAL ESTATE DEVELOPERS L.L.C,2025-08-01 00:00:00,2027-03-01 00:00:00,,Normal,32197254,,PENDING,0.0,2025-09-15 20:37:23,,(Ground +2 podiums+ 8Typical floors+ Roof),Al Satwa,,0,0.0,0.0,72.0,
4096,Azizi David,1002,AZIZI DEVELOPMENTS L.L.C,2025-09-16 00:00:00,2027-09-16 00:00:00,,Normal,50000000,,PENDING,0.0,2025-09-17 08:15:25,,"3B+G+M+5P+43+2R (TOWER A, F, G,H & RETAILS)
(RESIDENTIAL & RETAIL)",Al Jadaf,,1,0.0,0.0,0.0,
4102,Binghatti Vintage,1051,Binghatti Developers FZE,2025-10-01 00:00:00,2027-03-31 00:00:00,,Normal,600000000,,PENDING,0.0,2025-09-17 16:55:11,,3B+G+4P+ 36RES.+1MECH.+ROOF,Wadi Al Safa 3,,1,0.0,0.0,0.0,
4104,Binghatti Titania,1051,Binghatti Developers FZE,2025-10-01 00:00:00,2027-02-28 00:00:00,,Normal,400000000,,PENDING,0.0,2025-09-19 12:15:57,,3B + G + 4P + 25 RESIDENTIAL FLOORS + MECH. + ROOF,Wadi Al Safa 3,,1,0.0,0.0,0.0,
4105,Binghatti Hillcrest,1051,Binghatti Developers FZE,2025-10-01 00:00:00,2026-10-01 00:00:00,,Normal,295000000,,PENDING,9.26,2025-09-17 16:58:59,,B + G + 4 RESIDENTIAL FLOORS + ROOF,Al Barshaa South Third,,1,0.0,0.0,0.0,
4112,NEST,2168,ANDI REAL ESTATE DEVELOPMENT L.L.C,2025-09-18 00:00:00,2027-04-01 00:00:00,,Normal,25000000,,PENDING,0.0,2025-09-18 18:07:56,,G+ 1P+6TYP+R Residence Building,Warsan Fourth,,0,0.0,0.0,112.0,
4114,EVERGRIN House 2,1894,OBJ1 REAL ESTATE DEVELOPMENT L.L.C,2025-09-15 00:00:00,2026-12-30 00:00:00,,Normal,35000000,,PENDING,0.0,2025-09-24 11:08:54,,Â G + 2P + 8 Residential + R,Al Satwa,,0,0.0,0.0,193.0,
4116,ELTIERA VIEWS ,2371,ELLINGTON PCFC DEVELOPERS L.L.C,2025-09-19 00:00:00,2029-12-31 00:00:00,,Normal,1067756440,,PENDING,,,,G+3P+(26X4 TOWERS)+ROOF,Al Thanyah Fifth,,1,0.0,0.0,0.0,
4120,Sky Gate Tower,581,TIGER PROPERTIES,2025-09-15 00:00:00,2028-02-29 00:00:00,2025-10-09 12:49:05,Normal,190000000,10487681920050.0,ACTIVE,0.0,2025-09-20 10:47:52,,3B+G+4P+3 Offices Floors + 33 Typical Floor + Roof,Al Barsha South Fifth,Trakhees,0,0.0,0.0,862.0,
4121,Taormina Village 2,2306,M H L REAL ESTATE DEVELOPMENT (Br of MILLENNIUM HOLDING LIMITED ) - DUBAI BRANCH,2025-07-01 00:00:00,2029-07-06 00:00:00,,Normal,139004348,,PENDING,,,,530 (G+2F+R) Villas.The project designed to have a concrete structure and block with internal and external finishes.,Wadi Al Safa 3,,1,0.0,0.0,0.0,
4126,Symbolic Altus,1561,SYMBOLIC REAL ESTATE DEVELOPMENT L.L.C,2025-10-01 00:00:00,2027-05-01 00:00:00,2025-10-07 13:40:37,Normal,40000000,12802437844.0,ACTIVE,0.0,2025-09-24 12:55:20,,Residential building B + G + 9 + Typical floors + Gym + Roof,Wadi Al Safa 2,Dubai Development Authority (DDA),0,0.0,0.0,108.0,
4127,Island Living by Condor,2304,CONDOR ISLAND LIVING REAL ESTATE DEVELOPMENT L.L.C S.O.C,2025-07-16 00:00:00,2027-01-10 00:00:00,,Normal,65000000,,PENDING,,,,G + 2P + 8 Floors + Roof,Palm Deira,,1,0.0,0.0,0.0,
4139,ELLINGTON SANDS I,1117,ELLINGTON PROPERTIES DEVELOPMENT L.L.C,2025-10-06 00:00:00,2028-12-31 00:00:00,,Normal,464366250,,PENDING,,,,2 residential buildings consisting of (B+G+9) and (B+G+7),Palm Deira,,1,0.0,0.0,0.0,
4140,ELLINGTON SANDS II,1117,ELLINGTON PROPERTIES DEVELOPMENT L.L.C,2025-10-10 00:00:00,2028-12-31 00:00:00,,Normal,457933950,,PENDING,,,,2 residential buildings consisting of (B+G+9) and (B+G+6),Palm Deira,,1,0.0,0.0,0.0,
4141,Azizi Lina,1002,AZIZI DEVELOPMENTS L.L.C,2025-10-06 00:00:00,2027-10-06 00:00:00,,Normal,50000000,,PENDING,,,,3B + GROUND + M + 3BA + 16 + R,Jabal Ali Industrial Second,,1,0.0,0.0,0.0,
4152,HERMINA BY CASAGRAND GALLANTEE REAL ESTATE,2397,CASAGRAND GALLANTEE REAL ESTATE L.L.C,2025-10-01 00:00:00,2028-10-01 00:00:00,,Normal,25000000,,PENDING,,,,G+P,Palm Deira,,1,0.0,0.0,0.0,
